"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0~9세","2024년06월_계_10~19세","2024년06월_계_20~29세","2024년06월_계_30~39세","2024년06월_계_40~49세","2024년06월_계_50~59세","2024년06월_계_60~69세","2024년06월_계_70~79세","2024년06월_계_80~89세","2024년06월_계_90~99세","2024년06월_계_100세 이상"
"전라남도 보성군 웅치면(4678040000)","1,031","1,031","20","24","54","49","56","143","248","205","184","47","1"
"전라남도 화순군 (4679000000)","60,941","60,941","2,632","4,925","6,010","4,511","6,871","11,262","11,429","7,075","5,391","817","18"
"전라남도 화순군 화순읍(4679025000)","39,146","39,146","2,213","4,131","4,860","3,453","5,371","7,589","5,870","3,328","2,053","269","9"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","899","899","17","30","43","46","75","158","213","172","131","14","0"
"전라남도 화순군 한천면영외출장소(4679031500)","408","408","4","9","12","7","34","60","104","87","86","5","0"
"전라남도 화순군 춘양면(4679032000)","1,709","1,709","25","57","85","79","104","270","418","332","281","54","4"
"전라남도 화순군 청풍면(4679033000)","968","968","12","22","31","28","52","161","255","177","191","39","0"
"전라남도 화순군 이양면(4679034000)","1,721","1,721","25","38","91","80","110","262","428","330","289","67","1"
"전라남도 화순군 능주면(4679035000)","2,933","2,933","84","182","210","161","270","455","717","473","326","53","2"
"전라남도 화순군 도곡면(4679036000)","2,756","2,756","72","107","164","161","230","497","691","419","344","69","2"
"전라남도 화순군 도암면(4679037000)","1,363","1,363","23","54","66","51","67","213","358","240","257","34","0"
"전라남도 화순군 이서면(4679038000)","938","938","15","30","44","52","51","162","257","159","146","22","0"
"전라남도 화순군 백아면(4679039500)","1,542","1,542","26","53","61","73","70","239","427","277","274","42","0"
"전라남도 화순군 동복면(4679040000)","1,498","1,498","24","45","70","56","86","250","381","269","271","46","0"
"전라남도 화순군 사평면(4679041500)","2,010","2,010","35","49","100","102","130","356","526","334","333","45","0"
"전라남도 화순군 동면(4679042000)","3,050","3,050","57","118","173","162","221","590","784","478","409","58","0"
"전라남도 장흥군 (4680000000)","34,633","34,633","1,419","2,325","2,435","2,225","3,411","5,867","7,052","5,083","4,063","737","16"
"전라남도 장흥군 장흥읍(4680025000)","14,235","14,235","934","1,444","1,316","1,314","1,866","2,458","2,310","1,478","933","179","3"
"전라남도 장흥군 관산읍(4680025300)","4,536","4,536","109","225","245","210","358","699","1,074","839","651","122","4"
"전라남도 장흥군 대덕읍(4680025600)","3,079","3,079","89","157","184","155","233","533","694","511","449","70","4"
"전라남도 장흥군 용산면(4680031000)","2,162","2,162","74","88","101","113","178","304","520","368","349","67","0"
"전라남도 장흥군 안양면(4680032000)","2,657","2,657","58","112","129","127","219","470","626","476","353","86","1"
"전라남도 장흥군 장동면(4680033000)","1,142","1,142","23","27","45","57","75","173","289","206","207","39","1"
"전라남도 장흥군 장평면(4680034000)","1,967","1,967","36","62","122","75","126","356","431","331","376","51","1"
"전라남도 장흥군 유치면(4680035000)","956","956","9","17","49","27","54","208","274","151","145","22","0"
"전라남도 장흥군 부산면(4680036000)","1,350","1,350","27","51","79","40","101","249","266","223","260","53","1"
"전라남도 장흥군 회진면(4680037000)","2,549","2,549","60","142","165","107","201","417","568","500","340","48","1"
"전라남도 강진군 (4681000000)","32,478","32,478","1,403","2,195","2,279","2,107","3,170","5,230","6,826","4,846","3,734","677","11"
"전라남도 강진군 강진읍(4681025000)","12,897","12,897","816","1,231","1,271","1,092","1,623","2,145","2,265","1,418","898","134","4"
"전라남도 강진군 군동면(4681031000)","4,312","4,312","229","316","302","345","409","696","885","578","461","88","3"
"전라남도 강진군 칠량면(4681032000)","2,094","2,094","46","83","112","79","152","340","513","379","343","46","1"
"전라남도 강진군 대구면(4681033000)","1,026","1,026","25","41","34","42","77","159","249","215","157","27","0"
"전라남도 강진군 도암면(4681034000)","2,378","2,378","53","99","91","99","153","351","576","480","392","83","1"
"전라남도 강진군 신전면(4681035000)","1,644","1,644","41","79","56","58","133","238","411","320","262","45","1"
"전라남도 강진군 성전면(4681036000)","2,606","2,606","55","101","140","136","193","410","621","495","382","73","0"
"전라남도 강진군 작천면(4681037000)","1,757","1,757","50","67","77","78","111","274","416","322","293","68","1"
"전라남도 강진군 병영면(4681038000)","1,515","1,515","28","62","81","61","120","252","359","260","240","52","0"
"전라남도 강진군 옴천면(4681039000)","589","589","13","40","32","22","38","84","117","107","111","25","0"
"전라남도 강진군 마량면(4681040000)","1,660","1,660","47","76","83","95","161","281","414","272","195","36","0"
"전라남도 해남군 (4682000000)","63,877","63,877","2,776","4,628","4,560","3,977","6,760","10,843","13,166","9,475","6,634","1,031","27"
"전라남도 해남군 해남읍(4682025000)","23,632","23,632","1,721","2,703","2,468","2,145","3,383","4,219","3,572","2,096","1,133","188","4"
"전라남도 해남군 삼산면(4682031000)","2,755","2,755","62","112","164","143","206","496","673","516","324","55","4"
"전라남도 해남군 화산면(4682032000)","2,938","2,938","82","94","154","139","242","460","716","578","425","47","1"
"전라남도 해남군 현산면(4682033000)","2,627","2,627","52","97","131","91","172","426","674","496","421","63","4"
"전라남도 해남군 송지면(4682034000)","5,625","5,625","204","303","326","307","542","940","1,349","901","658","94","1"
"전라남도 해남군 북평면(4682035000)","2,557","2,557","43","125","161","94","191","400","596","490","404","53","0"
"전라남도 해남군 북일면(4682036000)","1,936","1,936","49","89","84","65","151","318","422","390","315","52","1"
"전라남도 해남군 옥천면(4682037000)","2,834","2,834","68","148","148","106","238","529","588","495","437","74","3"
"전라남도 해남군 계곡면(4682038000)","2,045","2,045","56","81","64","73","172","278","480","388","385","66","2"
"전라남도 해남군 마산면(4682039000)","2,239","2,239","40","122","98","98","191","374","492","430","331","58","5"
"전라남도 해남군 황산면(4682040000)","4,322","4,322","95","222","202","205","339","652","1,151","826","541","89","0"
"전라남도 해남군 산이면(4682041000)","3,438","3,438","113","175","185","175","325","564","790","605","430","76","0"
"전라남도 해남군 문내면(4682042000)","3,675","3,675","122","199","186","185","295","588","892","680","458","70","0"
"전라남도 해남군 화원면(4682043000)","3,254","3,254","69","158","189","151","313","599","771","584","372","46","2"
"전라남도 영암군 (4683000000)","51,875","51,875","2,452","4,008","4,592","3,874","6,814","9,499","9,576","6,016","4,306","720","18"
"전라남도 영암군 영암읍(4683025000)","7,739","7,739","423","702","725","557","958","1,328","1,415","937","571","119","4"
"전라남도 영암군 삼호읍(4683025300)","15,358","15,358","1,182","1,828","1,659","1,534","2,868","2,900","1,979","938","412","56","2"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,423","6,423","351","587","895","693","1,205","1,535","753","242","140","21","1"
"전라남도 영암군 덕진면(4683031000)","1,720","1,720","46","82","82","91","142","284","388","292","256","55","2"
"전라남도 영암군 금정면(4683032000)","2,000","2,000","29","46","104","86","151","365","491","365","302","59","2"
"전라남도 영암군 신북면(4683033000)","3,447","3,447","71","133","193","180","284","589","864","621","438","74","0"
"전라남도 영암군 시종면(4683034000)","3,280","3,280","91","102","174","159","284","512","841","588","456","70","3"
"전라남도 영암군 도포면(4683035000)","2,098","2,098","37","78","143","96","154","360","523","359","307","40","1"
"전라남도 영암군 군서면(4683036000)","3,062","3,062","65","133","206","148","234","513","724","510","446","82","1"
"전라남도 영암군 서호면(4683037000)","1,802","1,802","45","65","101","73","140","260","431","328","310","47","2"
"전라남도 영암군 학산면(4683038000)","2,865","2,865","80","162","221","151","225","513","635","468","351","59","0"
"전라남도 영암군 미암면(4683039000)","2,081","2,081","32","90","89","106","169","340","532","368","317","38","0"
"전라남도 무안군 (4684000000)","90,544","90,544","6,952","10,143","9,135","10,089","14,413","13,818","12,484","8,008","4,737","746","19"
"전라남도 무안군 무안읍(4684025000)","10,842","10,842","633","1,059","1,268","895","1,430","1,939","1,773","1,172","584","88","1"
"전라남도 무안군 일로읍(4684025300)","17,108","17,108","2,351","2,217","1,022","2,379","3,382","2,032","1,729","1,184","691","116","5"
"전라남도 무안군 삼향읍(4684025600)","5,158","5,158","133","256","390","314","454","961","1,307","801","456","82","4"
"전라남도 무안군 삼향읍남악출장소(4684025800)","34,601","34,601","3,440","5,625","4,527","5,361","7,304","4,963","2,155","848","326","52","0"
"전라남도 무안군 몽탄면(4684032000)","2,844","2,844","28","92","179","118","193","487","711","518","443","74","1"
"전라남도 무안군 청계면(4684033000)","6,426","6,426","125","361","1,005","379","597","1,056","1,343","908","554","95","3"
"전라남도 무안군 현경면(4684034000)","4,393","4,393","76","147","247","215","320","779","1,117","854","550","88","0"
"전라남도 무안군 망운면(4684035000)","1,843","1,843","43","68","90","98","152","323","479","357","199","32","2"
"전라남도 무안군 해제면(4684036000)","4,595","4,595","88","177","241","187","364","783","1,141","896","636","80","2"
"전라남도 무안군 운남면(4684037000)","2,734","2,734","35","141","166","143","217","495","729","470","298","39","1"
"전라남도 함평군 (4686000000)","30,348","30,348","953","1,812","2,030","1,770","2,860","5,215","6,604","4,675","3,778","633","18"
"전라남도 함평군 함평읍(4686025000)","8,192","8,192","406","718","709","615","1,013","1,420","1,450","987","754","118","2"
"전라남도 함평군 손불면(4686031000)","3,174","3,174","79","149","161","140","276","541","690","609","460","68","1"
"전라남도 함평군 신광면(4686032000)","1,719","1,719","41","62","92","85","140","254","450","294","255","43","3"
"전라남도 함평군 학교면(4686033000)","3,478","3,478","76","172","192","163","295","572","821","564","516","104","3"
"전라남도 함평군 엄다면(4686034000)","1,833","1,833","44","74","112","84","139","340","418","296","272","53","1"
"전라남도 함평군 대동면(4686035000)","3,011","3,011","63","225","207","167","216","528","651","487","404","61","2"
"전라남도 함평군 나산면(4686036000)","2,678","2,678","59","117","147","149","212","437","689","449","343","74","2"
"전라남도 함평군 해보면(4686037000)","2,722","2,722","74","119","185","169","242","491","667","393","326","54","2"
"전라남도 함평군 월야면(4686038000)","3,541","3,541","111","176","225","198","327","632","768","596","448","58","2"
"전라남도 영광군 (4687000000)","51,376","51,376","3,302","3,865","4,265","4,463","5,914","8,357","9,203","6,733","4,640","605","29"
"전라남도 영광군 영광읍(4687025000)","21,864","21,864","1,863","2,316","2,177","2,224","3,138","3,655","3,226","2,004","1,111","143","7"
"전라남도 영광군 백수읍(4687025300)","4,417","4,417","155","208","288","253","342","721","920","802","634","90","4"
"전라남도 영광군 홍농읍(4687025600)","6,652","6,652","558","491","723","840","818","1,115","999","644","418","43","3"
"전라남도 영광군 대마면(4687031000)","1,571","1,571","64","57","105","138","123","234","346","266","208","27","3"
"전라남도 영광군 묘량면(4687032000)","1,694","1,694","91","70","74","121","125","248","371","290","267","36","1"
"전라남도 영광군 불갑면(4687033000)","1,410","1,410","66","86","86","93","124","224","314","242","153","21","1"
"전라남도 영광군 군서면(4687034000)","2,229","2,229","79","139","127","131","201","395","431","366","324","35","1"
"전라남도 영광군 군남면(4687035000)","2,251","2,251","66","71","98","95","167","300","493","426","459","74","2"
"전라남도 영광군 염산면(4687036000)","3,834","3,834","119","142","184","202","319","574","925","824","480","62","3"
"전라남도 영광군 법성면(4687037000)","4,841","4,841","218","265","373","335","461","780","1,011","772","551","71","4"
"전라남도 영광군 낙월면(4687038000)","408","408","15","13","24","25","64","79","105","56","24","3","0"
